,loss,accuracy,val_loss,val_accuracy
0,1.869740605354309,0.2961750030517578,2.1298906803131104,0.2476000040769577
1,1.4001067876815796,0.4989500045776367,1.2107274532318115,0.5631999969482422
2,1.1362663507461548,0.6091750264167786,1.0532727241516113,0.6216999888420105
3,0.9565227627754211,0.6789500117301941,0.9302594661712646,0.6771000027656555
4,0.8257695436477661,0.7225000262260437,0.9793698191642761,0.6718000173568726
5,0.7306948304176331,0.7634000182151794,0.9356565475463867,0.6887000203132629
6,0.6508741974830627,0.7878749966621399,0.7806503176689148,0.7408999800682068
7,0.5907172560691833,0.8076249957084656,0.7271826267242432,0.7635999917984009
8,0.5225103497505188,0.8301249742507935,0.7494094371795654,0.7664999961853027
9,0.4736819267272949,0.8459749817848206,0.8408657908439636,0.7454000115394592
