,loss,accuracy,val_loss,val_accuracy
0,1.3214881420135498,0.5508000254631042,1.181870937347412,0.59579998254776
1,0.9476656317710876,0.6679750084877014,1.1062098741531372,0.621999979019165
2,0.7241161465644836,0.748449981212616,1.1232460737228394,0.6273999810218811
3,0.5151928663253784,0.8266500234603882,1.2118011713027954,0.6227999925613403
4,0.3420087397098541,0.8915749788284302,1.3596725463867188,0.6223000288009644
5,0.2152652144432068,0.9382749795913696,1.4490472078323364,0.6287999749183655
6,0.13155195116996765,0.9659500122070312,1.7034484148025513,0.6244999766349792
7,0.08437780290842056,0.9800999760627747,1.9594292640686035,0.6165000200271606
8,0.05996859073638916,0.9869499802589417,1.895121455192566,0.6305999755859375
9,0.041428092867136,0.9910249710083008,2.03348970413208,0.6292999982833862
