,loss,accuracy,val_loss,val_accuracy
0,0.4199768006801605,0.8614166378974915,0.25714781880378723,0.9147499799728394
1,0.2140617072582245,0.9278333187103271,0.22667807340621948,0.9265000224113464
2,0.15997876226902008,0.9466041922569275,0.20788094401359558,0.9383333325386047
3,0.13155166804790497,0.9567916393280029,0.19588591158390045,0.9412500262260437
4,0.10284966230392456,0.9656875133514404,0.23665636777877808,0.9383333325386047
5,0.08478409796953201,0.9719374775886536,0.22137734293937683,0.9424166679382324
6,0.07009205967187881,0.9761458039283752,0.24136151373386383,0.9389166831970215
7,0.060489337891340256,0.9799583554267883,0.2947545051574707,0.9325833320617676
8,0.051205433905124664,0.9833541512489319,0.2471121847629547,0.9419166445732117
9,0.04335689917206764,0.9856666922569275,0.247719869017601,0.9489166736602783
