,loss,accuracy,val_loss,val_accuracy
0,0.6613779067993164,0.7910000085830688,0.4874300956726074,0.8226666450500488
1,0.39804503321647644,0.8555833101272583,0.42019030451774597,0.8493333458900452
2,0.32602131366729736,0.8803125023841858,0.4561800956726074,0.8457499742507935
3,0.2661263346672058,0.9046666622161865,0.4264906942844391,0.8604166507720947
4,0.21663860976696014,0.921916663646698,0.5266933441162109,0.8422499895095825
5,0.1742151826620102,0.9375208616256714,0.5792547464370728,0.8510000109672546
6,0.14755436778068542,0.9494583606719971,0.5589123368263245,0.8615000247955322
7,0.12146687507629395,0.9582291841506958,0.6546384692192078,0.8510833382606506
8,0.10115073621273041,0.9653124809265137,0.6834821701049805,0.8555833101272583
9,0.08700026571750641,0.9714375138282776,0.7439393997192383,0.8607500195503235
