,loss,accuracy,val_loss,val_accuracy
0,0.7156752943992615,0.7472083568572998,1.5395281314849854,0.4751666784286499
1,0.377287894487381,0.8757083415985107,0.28707846999168396,0.8920000195503235
2,0.3024539649486542,0.8991666436195374,0.24925345182418823,0.9154166579246521
3,0.26739051938056946,0.9122916460037231,0.23512035608291626,0.9151666760444641
4,0.24183005094528198,0.9198750257492065,0.2314930558204651,0.9180833101272583
5,0.21984149515628815,0.9261458516120911,0.2789705693721771,0.9051666855812073
6,0.2002713978290558,0.9327499866485596,0.2200513780117035,0.9230833053588867
7,0.18631060421466827,0.9376458525657654,0.21811875700950623,0.9240833520889282
8,0.1721392571926117,0.9415000081062317,0.24407976865768433,0.9130833148956299
9,0.15637120604515076,0.9478541612625122,0.22425487637519836,0.9243333339691162
